id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
5581,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,0.6701,,SardonicDesign,,0,,,"What keeps Reince Priebus up at night!

#GOP #RNC #TRUMP #republicans #foxnews #tcot #GOPDebate http://t.co/1j0csjUmC8",,07/08/2015 08:33,6.30E+17,"7,000 -14,000' above sea level",Mountain Time (US & Canada)
5582,No candidate mentioned,0.4233,yes,0.6506,Neutral,0.6506,None of the above,0.2273,,hrblock_21,,47,,,RT @megynkelly: #KellyFile is LIVE now with reaction to #GOPDebate http://t.co/DLQ6L3aPIF,,07/08/2015 08:33,6.30E+17,,
5583,Rand Paul,0.6628,yes,1,Negative,0.686,Foreign Policy,1,,johnblakeart,,9,,,"RT @stephenstephan: Paul, collect more records from terrorists but less from Americans. 4th amendments.  Warrants mean something. #BigHugs …",,07/08/2015 08:33,6.30E+17,NM ✪Republic of Texas Expat,Mountain Time (US & Canada)
5584,Donald Trump,0.4495,yes,0.6705,Negative,0.6705,None of the above,0.4495,,nutjob,,0,,,"ABC's @WNTonight Ignores 5 p.m. #GOPDebate, @CBSEveningNews Omits @CarlyFiorina's Line on Trump http://t.co/dl5mBjhJuG",,07/08/2015 08:33,6.30E+17,,Central Time (US & Canada)
5585,Chris Christie,0.4444,yes,0.6667,Positive,0.3333,None of the above,0.4444,,jonconradi,,0,,,"Christie, Huckabee, Walker get top marks... who didn't score well last night http://t.co/3aFiekciTk #GOPDebate",,07/08/2015 08:33,6.30E+17,,Eastern Time (US & Canada)
5586,Donald Trump,1,yes,1,Negative,0.3472,FOX News or Moderators,1,,MarselIus666,,0,,,"It's obvious he got to #megynkelly - Rupert Murdoch Wants Fox To 'Back Off The #Trump Coverage http://t.co/Ao0zZFzEp1

#Trump2016 #GOPDebate",,07/08/2015 08:33,6.30E+17,Central FL,Eastern Time (US & Canada)
5587,Donald Trump,0.4123,yes,0.6421,Negative,0.6421,FOX News or Moderators,0.4123,,Bwilcash,,0,,,"Because Fox News didn't ask Trump any REAL questions, I still don't know if he's as good as people think he is. #GOPDebate #FoxDebate",,07/08/2015 08:33,6.30E+17,,Atlantic Time (Canada)
5588,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6559,,PuestoLoco,,1,,,".@gov_gilmore @GingerLanier
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",,07/08/2015 08:33,6.30E+17,Florida Central West Coast,America/New_York
5589,No candidate mentioned,1,yes,1,Neutral,0.7065,None of the above,1,,DoctorAusburne,,0,,,"""Can you introduce me as the son of Reagan's Vice President?"" #GOPDebate",,07/08/2015 08:33,6.30E+17,northern california,Pacific Time (US & Canada)
5590,Donald Trump,1,yes,1,Negative,0.6658,Women's Issues (not abortion though),1,,tensharp66,,1,,,"RT @lybr3: Stupid cons saying #Trump #GOPDebate comments fuel #WarOnWomen rhetoric. Yeah, b/c libs needed a reason 2 use that baseless accu…",,07/08/2015 08:33,6.30E+17,West Coast,
5591,Donald Trump,1,yes,1,Negative,1,None of the above,1,,MarnieLevyFOX5,,0,,,7 of the Most Ridiculous Things @realDonaldTrump Said During the #GOPDebate http://t.co/J4oP8geAlf,,07/08/2015 08:33,6.30E+17,Atlanta,Eastern Time (US & Canada)
5592,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6667,,_jonathon42,,0,,,The #GOPdebate summed up. http://t.co/fkYSDRwzS1,,07/08/2015 08:33,6.30E+17,"TX, USA",Central Time (US & Canada)
5593,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,SonnyThacker,,0,,,"Decided to wait for the recaps and analysis of last nights #GOPDebate. Even they leave me both bored, annoyed or disgusted with the GOP.",,07/08/2015 08:33,6.30E+17,,Central Time (US & Canada)
5594,Donald Trump,0.4218,yes,0.6495,Negative,0.6495,None of the above,0.4218,,Mstyle183,,0,,,Donald trump butt plugs available at http://t.co/MKeScV5BXE #donaldtrump #gopdebate #trump #fucktrump… https://t.co/3yHxS69KAe,,07/08/2015 08:33,6.30E+17,,Quito
5595,No candidate mentioned,1,yes,1,Negative,1,Women's Issues (not abortion though),1,,GetOffYourAsana,,0,,,Well after watching the #GOPDebate last night I now know what it's like to be hated in this country. #WarOnWomen,,07/08/2015 08:33,6.30E+17,,Eastern Time (US & Canada)
5596,Marco Rubio,1,yes,1,Positive,0.3647,None of the above,0.6824,,TheAnchovyLover,,89,,,RT @KennedyNation: #Rubio repeal #DoddFrank. Amen!!! #GOPDebate,,07/08/2015 08:33,6.30E+17,,
5597,No candidate mentioned,0.4265,yes,0.6531,Neutral,0.6531,None of the above,0.4265,,InfamousAndrea,,60,,,RT @thatgirlmystic: It should be illegal for televised debates that pertain to elections to not be available free to every person in this c…,,07/08/2015 08:33,6.30E+17,Florida,Eastern Time (US & Canada)
5598,Jeb Bush,0.3923,yes,0.6264,Negative,0.6264,Abortion,0.3923,,Iceydollxy,,31,,,"RT @platypus_shark: Hey, Jeb Bush! You know what prevents abortion? 
All the contraception that Planned Parenthood provides!
#GOPDebate",,07/08/2015 08:33,6.30E+17,,
5599,No candidate mentioned,1,yes,1,Neutral,0.6819,None of the above,1,,GothamKnowledge,,0,,,"The Ghost of #Reagan #Past
The Ghost of Reagan #Present
The Ghost of Reagan #Future
#GOPDebate",,07/08/2015 08:32,6.30E+17,,Eastern Time (US & Canada)
5600,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,JennProject,,0,,,Catching up this morning on the #GOPDebate got me like http://t.co/sqMqpnhdh5,,07/08/2015 08:32,6.30E+17,New York City,Hawaii
5601,Ted Cruz,1,yes,1,Positive,1,None of the above,1,,SonnyPearson,,0,,,"Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" https://t.co/zQJnCZDLyx via @YouTube",,07/08/2015 08:32,6.30E+17,Minnesota,Central Time (US & Canada)
5602,No candidate mentioned,0.4532,yes,0.6732,Negative,0.6732,FOX News or Moderators,0.4532,,BobLonsberry,,2,,,"Biggest losers in the #GOPDebate were @megynkelly and Chris Wallace. Cynical, arrogant, condescending game-show hosts.",,07/08/2015 08:32,6.30E+17,"Mount Morris, New York",
5603,John Kasich,1,yes,1,Positive,0.6189,None of the above,1,,AntonelliAlice,,7,,,"RT @FrankLuntz: John Kasich got a louder applause from the Q arena in Cleveland than LeBron James.

#GOPDebate",,07/08/2015 08:32,6.30E+17,"Florida, USA",
5604,Ben Carson,1,yes,1,Positive,1,None of the above,1,,Naomi_kibey,,0,,,#GOPDebate @RealBenCarson made some good points on unity and freedom but needs to elaborate more on how he plans to put it in effect.,,07/08/2015 08:32,6.30E+17,philadelphia ,Pacific Time (US & Canada)
5605,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,piridybofez,,10,,,"RT @jr_whitehurst: If one of the candidates would have come out before the #GOPDebate and done the @KingJames pre-game baby powder routine,…",,07/08/2015 08:32,6.30E+17,,
5606,No candidate mentioned,1,yes,1,Negative,0.6194,None of the above,0.6903,,BACFA,,2,,,"RT @JavaJoeX: @CarlyFiorina won both debates and then tingled on Chris Matthews 

#GOPDebate",,07/08/2015 08:32,6.30E+17,"Obamapocalypso, North Mexico",Eastern Time (US & Canada)
5607,No candidate mentioned,0.4781,yes,0.6914,Neutral,0.3514,None of the above,0.4781,,robdog313,,0,,,I would've watched the #GOPDebate but sadly football is consuming my soul atm,,07/08/2015 08:32,6.30E+17,,
5608,Scott Walker,0.6778,yes,1,Negative,0.6556,None of the above,0.6556,,ericdeamer,,0,,,UFCW at protest of Scott Walker at Slymans. #Cleveland #GOPDebate http://t.co/7j0XyBPpMW,,07/08/2015 08:32,6.30E+17,"Lakewood, OH",Eastern Time (US & Canada)
5609,No candidate mentioned,1,yes,1,Positive,1,None of the above,0.6512,,libragreen8,,0,,,"#GOPDebate  best one I've ever seen.  tactful, informative, little humor",,07/08/2015 08:32,6.30E+17,east coast,Eastern Time (US & Canada)
5610,No candidate mentioned,0.451,yes,0.6715,Negative,0.6715,FOX News or Moderators,0.2279,,GonzaBear,,0,,,"Great #GOPDebate but CAN WE TRUST YOU?
On ur website u claim u lost your daughter but you were the stepmom
@CarlyFiorina @FoxNews",,07/08/2015 08:32,6.30E+17,,
5611,Jeb Bush,1,yes,1,Neutral,0.6506,None of the above,0.6747,,LadyLiberty1885,,0,,,"Bush Attempts To Dodge Common Core In First Debate But Rubio Deftly Hammers Him With Brutal Truth http://t.co/DowgeHdbgl
#GOPdebate",,07/08/2015 08:32,6.30E+17,United States,Eastern Time (US & Canada)
5612,No candidate mentioned,0.4681,yes,0.6842,Negative,0.6842,Racial issues,0.4681,,RBraceySherman,,1,,,"#BlackLivesMatter activists tweeted #KKKorGOP to highlight racistpolitical rhetoric in #GOPDebate
http://t.co/CtizNNaCZG via @rhrealitycheck",,07/08/2015 08:32,6.30E+17,"Washington, DC",Pacific Time (US & Canada)
5613,No candidate mentioned,1,yes,1,Neutral,0.6264,None of the above,1,,deejum,,0,,,"I'm not normally an instigator, but I couldn't help myself in texting a choice conservative family member re: #GOPDebate.",,07/08/2015 08:32,6.30E+17,"New York, NY",Eastern Time (US & Canada)
5614,Donald Trump,1,yes,1,Negative,0.6966,FOX News or Moderators,1,,xReTry,,0,,,@megynkelly I though you did a great job with the questions at the debate. Trump is an ass &amp; you really shine the light on that! #GOPDebate,,07/08/2015 08:32,6.30E+17,New York City,Eastern Time (US & Canada)
5615,Marco Rubio,1,yes,1,Positive,1,None of the above,0.6721,,rightwinglatina,,0,,,“Marco Rubio consistently gave strong and substantive answers” He Wins Main Event: http://t.co/BDqT6TC8W1 #GOPDebate http://t.co/Guk0MjuPH7,,07/08/2015 08:32,6.30E+17,"Charlotte, NC",Atlantic Time (Canada)
5616,Ted Cruz,1,yes,1,Positive,1,None of the above,1,,johncardillo,,9,,,".@SenTedCruz is brilliant, principled, and fearless. The future of the party. The est. Rove, Priebus @GOP is a statist dinosaur. #GOPDebate",,07/08/2015 08:32,6.30E+17,"Florida, USA",Eastern Time (US & Canada)
5617,Donald Trump,0.4705,yes,0.6859,Negative,0.6859,None of the above,0.4705,,B_Rocco_Bama,,0,,,.@realDonaldTrump We don't need an a**hole president. Not ANOTHER one. #GOPDebate,,07/08/2015 08:32,6.30E+17,1500 Pennsylvania Ave.,Eastern Time (US & Canada)
5618,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,1,,Couranto,,0,,,How could Trump not take Megyn Kelly serious as a debate moderator? #firemegynkelly #GOPDebate #FOXDebate #RINOClowns http://t.co/XbBNos5uv2,,07/08/2015 08:32,6.30E+17,"NH via Boston, MA",Atlantic Time (Canada)
5619,No candidate mentioned,0.4344,yes,0.6591,Neutral,0.6591,FOX News or Moderators,0.4344,,ctmommy,,2,,,Great. Even more people saw hack @megynkelly at #GOPdebate: Early numbers suggest record audience http://t.co/IIl0XF6T3p @foxNews,,07/08/2015 08:32,6.30E+17,New Jersey,Eastern Time (US & Canada)
5620,Ben Carson,1,yes,1,Neutral,0.6674,Racial issues,1,,poppyslove,,147,,,"RT @LilaGraceRose: .@RealBenCarson talking about how race doesn't define us &amp; shouldn't separate us, our humanity unites us. #GOPDebate",,07/08/2015 08:32,6.30E+17,USA,Pacific Time (US & Canada)
5621,No candidate mentioned,0.6413,yes,1,Neutral,0.6848,None of the above,1,,carebear8769,,18,,,"RT @fakedansavage: Got my popcorn, ready to rumble. #GOPDebacle #GOPDebate http://t.co/dDCUw1aVqU",,07/08/2015 08:32,6.30E+17,Riding in the impala with D&S,Atlantic Time (Canada)
5622,Donald Trump,0.4364,yes,0.6606,Neutral,0.3309,None of the above,0.4364,,hrblock_21,,78,,,RT @foxnewspolitics: .@realDonaldTrump says @HillaryClinton attended his wedding after donation #GOPDebate  http://t.co/AgSZ8YYpT5,,07/08/2015 08:32,6.30E+17,,
5623,No candidate mentioned,1,yes,1,Neutral,0.6935,Foreign Policy,1,,Pyakheat,,19,,,RT @ZaidJilani: Iranian mil budget: $10 billion. US mil budget: $400 billion. Any Democrat or Republican who says they're a threat is so wr…,,07/08/2015 08:32,6.30E+17,FL,Eastern Time (US & Canada)
5624,No candidate mentioned,1,yes,1,Neutral,0.3505,None of the above,1,,Typicalblkchick,,18,,,"RT @newlyfenchrist: President Obama to the GOP.
""sticks n stones may break my bones but I am still the president."" @mygirlshirley #SHMS #GO…",,07/08/2015 08:32,6.30E+17,"Georgia, USA",Eastern Time (US & Canada)
5625,Chris Christie,1,yes,1,Negative,1,None of the above,1,,edwindearborn,,0,,,"Chris Christie is as relevant as a box of doughnuts at a Jenny Craig meeting. 

#GOPDebate #GOP #RandPaul",,07/08/2015 08:32,6.30E+17,Orange County CA ,Pacific Time (US & Canada)
5626,Donald Trump,1,yes,1,Positive,1,None of the above,1,,hrblock_21,,90,,,RT @megynkelly: .@brithume: @realDonaldTrump did fine #GOPDebate,,07/08/2015 08:32,6.30E+17,,
5627,No candidate mentioned,0.4964,yes,0.7045,Negative,0.7045,Foreign Policy,0.2562,,CiciFelton,,53,,,RT @bassem_masri: Wow the #GOP are running blatantly running on bigotry war and torture while not addressing problems at home #KKKorGOP #GO…,,07/08/2015 08:32,6.30E+17,Writing Down The Bones,Eastern Time (US & Canada)
5628,No candidate mentioned,1,yes,1,Neutral,0.7045,None of the above,1,,masonpaul,,0,,,"Politics, I do not discuss in public. #GOPDebate",,07/08/2015 08:32,6.30E+17,N 39°8' 0'' / W 84°25' 0'',Eastern Time (US & Canada)
5629,No candidate mentioned,0.4218,yes,0.6495,Negative,0.3402,,0.2277,,idpetition,,0,,,"#ableg #gopdebate On how the #lgbtq community is careing, kind and hospitable and Christian faith is not ""hateful.""  http://t.co/MGsU7VMaIO",,07/08/2015 08:32,6.30E+17,"Edmonton, Alberta",
5630,No candidate mentioned,0.4307,yes,0.6562,Positive,0.3438,None of the above,0.4307,,RhymesWithLost,,0,,,Omg!!! Favorite thing. #GOPdebate http://t.co/mGzO0XhAMj,,07/08/2015 08:32,6.30E+17,St. Louis via The Loop,Central Time (US & Canada)
5631,Donald Trump,1,yes,1,Neutral,0.7186,None of the above,1,,RioSmythe,,0,,,@RealJamesWoods I loved it! In your face people trying to get @realDonaldTrump to conform!!! @BretBaier @SpecialReport #GOPDebate,,07/08/2015 08:32,6.30E+17,,
5632,Ted Cruz,0.4662,yes,0.6828,Neutral,0.3505,Foreign Policy,0.4662,,Conserv_Report,,0,,,Obama's Mid-East Policy Supp http://t.co/FiNCBJ3pos  #1A☢#StopIran #GopDebate►http://t.co/ZWmstJJH16◄#19T$ #CruzCrew #sot #fox #cnn #tcot,,07/08/2015 08:32,6.30E+17,USA,Eastern Time (US & Canada)
5633,No candidate mentioned,1,yes,1,Negative,0.6943,None of the above,1,,Koons17112,,1,,,RT @SalTrifilio: Can we get @BernieSanders on a debate floor soon?? Need something to wash the taste of #GOPDebate word vomit out of my mou…,,07/08/2015 08:32,6.30E+17,"Harrisburg, PA",Eastern Time (US & Canada)
5634,No candidate mentioned,0.4495,yes,0.6705,Neutral,0.6705,Jobs and Economy,0.2286,,allDigitocracy,,0,,,"@Marisol_Bello @etammykim Maybe give journos a cpl of resources, foundations. #TalkPoverty #GOPDebate",,07/08/2015 08:32,6.30E+17,"Washington, DC",
5635,Scott Walker,0.4062,yes,0.6374,Neutral,0.3187,None of the above,0.4062,,chriscerf,,0,,,"@BorowitzReport: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch."" http://t.co/StOs8P4shB #ScottWalker #GOPDebate",,07/08/2015 08:32,6.30E+17,"New York, NY",Eastern Time (US & Canada)
5636,No candidate mentioned,1,yes,1,Negative,0.6739,None of the above,0.6739,,LeslieAbsher,,17,,,"RT @JamilSmith: They are who we thought they were. @brianbeutler recaps the #GOPDebate, a messy display of conservative ego and id. http://…",,07/08/2015 08:32,6.30E+17,,Pacific Time (US & Canada)
5637,Donald Trump,0.4247,yes,0.6517,Neutral,0.6517,None of the above,0.4247,,PatriotDogHouse,,0,,,'The Donald' Trumps #GOPDebate rivals.Will millenials 'friend' a celebrity post current revolutionary? #tcot http://t.co/VeYck9QRiF via @AOL,,07/08/2015 08:32,6.30E+17,West Coast,Pacific Time (US & Canada)
5638,No candidate mentioned,1,yes,1,Neutral,1,None of the above,0.6854,,SgtTim911,,0,,,A Solid Field http://t.co/UKykKvEmy0 via @NRO #GOPdebate,,07/08/2015 08:32,6.30E+17,U.S.A,Eastern Time (US & Canada)
5639,No candidate mentioned,0.4217,yes,0.6494,Neutral,0.6494,FOX News or Moderators,0.4217,,nutjob,,0,,,.@hardball_chris hopes @FoxNews asks @GOP candidates about evolution #GOPDebate http://t.co/C0ipQZPtRP,,07/08/2015 08:32,6.30E+17,,Central Time (US & Canada)
5640,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,Hardline_Stance,,6,,,RT @speakez6: Fox can no longer be trusted. It's Grubering its viewers. @NolteNC @Hardline_Stance #GOPDebate,,07/08/2015 08:32,6.30E+17,atop a liberal's vagus nerve,Eastern Time (US & Canada)
5641,Donald Trump,1,yes,1,Neutral,0.6458,FOX News or Moderators,0.7083,,TacticalDissent,,0,,,Clearly #GOPDebate format needs to change. Moderators vs Trump &amp; cheerleading for Jeb isn't productive &amp; robs other candidates of time.,,07/08/2015 08:32,6.30E+17,"Conservasnark, USA",
5642,Donald Trump,1,yes,1,Positive,1,None of the above,1,,DiligentLoiter,,0,,,Of course #InternationalBeerDay comes after the #GOPDebate. Donald Trump was gold last night. We watched it at a bar http://t.co/X38ctJaxwN,,07/08/2015 08:32,6.30E+17,"Buffalo, NY",
5643,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,PB_Prathamesh_B,,0,,,Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/KZkDyZrQ6d http://t.co/UqwYwSw5DG,,07/08/2015 08:32,6.30E+17,,Pacific Time (US & Canada)
5644,No candidate mentioned,1,yes,1,Neutral,0.6966,None of the above,1,,debrajsaunders,,3,,,About to chat with @gasiaktvu on #GOPDebate http://t.co/BKLs8C0tzL,,07/08/2015 08:32,6.30E+17,San Francisco Chronicle,
5645,Marco Rubio,1,yes,1,Positive,1,None of the above,1,,ArneyJim,,0,,,My two picks are Marco Rubio &amp; Carly Fiorina!  #GOPDebate   Dream team!,,07/08/2015 08:32,6.30E+17,,
5646,No candidate mentioned,1,yes,1,Negative,0.6609,None of the above,0.6587,,ketuch_alz,,0,,,"@RepDold, Disapointd #GOPDebate candidates didn't adrs #ENDALZ last night; Alz is 6th leading cause of death in US!   Comments?#alzillinois",,07/08/2015 08:32,6.30E+17,,
5647,Donald Trump,1,yes,1,Positive,0.7079,FOX News or Moderators,0.7079,,sun_archuleta,,8,,,RT @Mike_Surtel: @megynkelly your questions were more like attacks on @realDonaldTrump. Then u get upset when he got tough with u! What a j…,,07/08/2015 08:32,6.30E+17,,
5648,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,0.6556,,claudet28549415,,0,,,"#GOPDebate candidates handled themselves well considering the awkward intro, hostile moderators &amp; questions designed 2 bloody candidates.",,07/08/2015 08:32,6.30E+17,,Central Time (US & Canada)
5649,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,virajturakhia,,3,,,"RT @smitaprakash: ""Knowing what we know now"" is going to be all over the place this Presidential debate for the Republicans. #GOPDebate #wr…",,07/08/2015 08:32,6.30E+17,"Seattle, USA",Mumbai
5650,Donald Trump,0.3974,yes,0.6304,Negative,0.337,,0.233,,SRantos,,0,,,"Just watched the #GOPDebate. Some strong candidates, but no clear winner. Will be interesting to see who wins the #TrumpvsFoxNews feud.",,07/08/2015 08:32,6.30E+17,"Kyiv, Ukraine",Athens
5651,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Nyrgs,,1,,,"Facebook, manipulating voter turnout in 2012, http://t.co/HtWqozLEGB, now a #GOPDebate sponsor?! Creepy #2016Election",,07/08/2015 08:32,6.30E+17,"Canandaigua, New York",
